 Mustard ,June (late),California (Southern)
 Navel Orange,June (late),California (Southern)
 Nectarines,June (late),California (Southern)
 Okra ,June (late),California (Southern)
 Onions ,June (late),California (Southern)
 Passion Fruit,June (late),California (Southern)
 Peaches,June (late),California (Southern)
 Pears,June (late),California (Southern)
 Peppers,June (late),California (Southern)
 Plums,June (late),California (Southern)
 Potatoes,June (late),California (Southern)
 Raspberries,June (late),California (Southern)
 Spinach,June (late),California (Southern)
 Strawberries ,June (late),California (Southern)
 Summer squash,June (late),California (Southern)
 Tomatoes,June (late),California (Southern)
 Turnips,June (late),California (Southern)
 Valencia Oranges,June (late),California (Southern)
Apples,July (early),California (Southern)
 Apricots,July (early),California (Southern)
 Artichokes  ,July (early),California (Southern)
 Asian Pears,July (early),California (Southern)
Asparagus,July (early),California (Southern)
 Avocado,July (early),California (Southern)
 Basil,July (early),California (Southern)
 Beets,July (early),California (Southern)
 Black-eyed Peas,July (early),California (Southern)
 Broccoli,July (early),California (Southern)
 Cabbage,July (early),California (Southern)
 Carrots ,July (early),California (Southern)
 Cauliflower,July (early),California (Southern)
 Celery,July (early),California (Southern)
 Cherries ,July (early),California (Southern)
 Collards,July (early),California (Southern)
 Corn ,July (early),California (Southern)
 Cucumber,July (early),California (Southern)
 Eggplant,July (early),California (Southern)
 Figs,July (early),California (Southern)
 Grapefruit,July (early),California (Southern)
 Grapes,July (early),California (Southern)
 Green Beans,July (early),California (Southern)
 Green Onion,July (early),California (Southern)
 Kale ,July (early),California (Southern)
 Kohlrabi ,July (early),California (Southern)
 Lemons,July (early),California (Southern)
 Lettuce,July (early),California (Southern)
 Melons,July (early),California (Southern)
 Mushroom,July (early),California (Southern)
 Mustard ,July (early),California (Southern)
 Nectarines,July (early),California (Southern)
 Okra ,July (early),California (Southern)
 Onions ,July (early),California (Southern)
 Passion Fruit,July (early),California (Southern)
 Peaches,July (early),California (Southern)
 Pears,July (early),California (Southern)
 Peppers,July (early),California (Southern)
 Plums,July (early),California (Southern)
 Potatoes,July (early),California (Southern)
 Raspberries,July (early),California (Southern)
 Sapote,July (early),California (Southern)
 Spinach,July (early),California (Southern)
 Strawberries ,July (early),California (Southern)
 Summer squash,July (early),California (Southern)
 Tomatoes,July (early),California (Southern)
 Turnips,July (early),California (Southern)
 Valencia Oranges,July (early),California (Southern)
Apples,July (late),California (Southern)
 Apricots,July (late),California (Southern)
 Artichokes  ,July (late),California (Southern)
 Asian Pears,July (late),California (Southern)
Asparagus,July (late),California (Southern)
 Avocado,July (late),California (Southern)
 Basil,July (late),California (Southern)
 Beets,July (late),California (Southern)
 Black-eyed Peas,July (late),California (Southern)
 Broccoli,July (late),California (Southern)
 Cabbage,July (late),California (Southern)
 Carrots ,July (late),California (Southern)
 Cauliflower,July (late),California (Southern)
 Celery,July (late),California (Southern)
 Cherries ,July (late),California (Southern)
 Collards,July (late),California (Southern)
 Corn ,July (late),California (Southern)
 Cucumber,July (late),California (Southern)
 Eggplant,July (late),California (Southern)
 Figs,July (late),California (Southern)
 Grapefruit,July (late),California (Southern)
 Grapes,July (late),California (Southern)
 Green Beans,July (late),California (Southern)
 Green Onion,July (late),California (Southern)
 Kale ,July (late),California (Southern)
 Kohlrabi ,July (late),California (Southern)
 Lemons,July (late),California (Southern)
 Lettuce,July (late),California (Southern)
 Melons,July (late),California (Southern)
 Mushroom,July (late),California (Southern)
 Mustard ,July (late),California (Southern)
 Nectarines,July (late),California (Southern)
 Okra ,July (late),California (Southern)
 Onions ,July (late),California (Southern)
 Passion Fruit,July (late),California (Southern)
 Peaches,July (late),California (Southern)
 Pears,July (late),California (Southern)
 Peppers,July (late),California (Southern)
 Plums,July (late),California (Southern)
 Potatoes,July (late),California (Southern)
 Raspberries,July (late),California (Southern)
 Sapote,July (late),California (Southern)
 Spinach,July (late),California (Southern)
 Strawberries ,July (late),California (Southern)
 Summer squash,July (late),California (Southern)
 Tomatoes,July (late),California (Southern)
 Turnips,July (late),California (Southern)
 Valencia Oranges,July (late),California (Southern)
Apples,August (early),California (Southern)
 Artichokes  ,August (early),California (Southern)
 Asian Pears,August (early),California (Southern)
Asparagus,August (early),California (Southern)
 Avocado,August (early),California (Southern)
 Basil,August (early),California (Southern)
 Beets,August (early),California (Southern)
 Black-eyed Peas,August (early),California (Southern)
 Broccoli,August (early),California (Southern)
 Cabbage,August (early),California (Southern)
 Carrots ,August (early),California (Southern)
 Cauliflower,August (early),California (Southern)
 Celery,August (early),California (Southern)
 Chili Pepper,August (early),California (Southern)
 Collards,August (early),California (Southern)
 Corn ,August (early),California (Southern)
 Cucumber,August (early),California (Southern)
 Eggplant,August (early),California (Southern)
 Figs,August (early),California (Southern)
 Grapefruit,August (early),California (Southern)
 Grapes,August (early),California (Southern)
 Green Beans,August (early),California (Southern)
 Green Onion,August (early),California (Southern)
 Kale ,August (early),California (Southern)
 Kohlrabi ,August (early),California (Southern)
 Lemons,August (early),California (Southern)
 Lettuce,August (early),California (Southern)
 Melons,August (early),California (Southern)
 Mushroom,August (early),California (Southern)
 Mustard ,August (early),California (Southern)
 Nectarines,August (early),California (Southern)
 Okra ,August (early),California (Southern)
 Onions ,August (early),California (Southern)
 Passion Fruit,August (early),California (Southern)
 Peaches,August (early),California (Southern)
 Pears,August (early),California (Southern)
 Peppers,August (early),California (Southern)
 Persimmons,August (early),California (Southern)
 Plums,August (early),California (Southern)
 Potatoes,August (early),California (Southern)
 Raspberries,August (early),California (Southern)
 Sapote,August (early),California (Southern)
 Spinach,August (early),California (Southern)
 Strawberries ,August (early),California (Southern)
 Summer squash,August (early),California (Southern)
 Tomatillos,August (early),California (Southern)
 Tomatoes,August (early),California (Southern)
 Turnips,August (early),California (Southern)
 Valencia Oranges,August (early),California (Southern)
Winter Squash,August (early),California (Southern)
Apples,August (late),California (Southern)
 Artichokes  ,August (late),California (Southern)
 Asian Pears,August (late),California (Southern)
Asparagus,August (late),California (Southern)
 Avocado,August (late),California (Southern)
 Basil,August (late),California (Southern)
 Beets,August (late),California (Southern)
 Black-eyed Peas,August (late),California (Southern)
 Broccoli,August (late),California (Southern)
 Cabbage,August (late),California (Southern)
 Carrots ,August (late),California (Southern)
 Cauliflower,August (late),California (Southern)
 Celery,August (late),California (Southern)
 Chili Pepper,August (late),California (Southern)
 Collards,August (late),California (Southern)
 Corn ,August (late),California (Southern)
 Cucumber,August (late),California (Southern)
 Eggplant,August (late),California (Southern)
 Figs,August (late),California (Southern)
 Grapefruit,August (late),California (Southern)
 Grapes,August (late),California (Southern)
 Green Beans,August (late),California (Southern)
 Green Onion,August (late),California (Southern)
 Kale ,August (late),California (Southern)
 Kohlrabi ,August (late),California (Southern)
 Lemons,August (late),California (Southern)
 Lettuce,August (late),California (Southern)
 Melons,August (late),California (Southern)
 Mushroom,August (late),California (Southern)
 Mustard ,August (late),California (Southern)
 Nectarines,August (late),California (Southern)
 Okra ,August (late),California (Southern)
 Onions ,August (late),California (Southern)
 Passion Fruit,August (late),California (Southern)
 Peaches,August (late),California (Southern)
 Pears,August (late),California (Southern)
 Peppers,August (late),California (Southern)
 Persimmons,August (late),California (Southern)
 Plums,August (late),California (Southern)
 Potatoes,August (late),California (Southern)
 Raspberries,August (late),California (Southern)
 Sapote,August (late),California (Southern)
 Spinach,August (late),California (Southern)
 Strawberries ,August (late),California (Southern)
 Summer squash,August (late),California (Southern)
 Tomatillos,August (late),California (Southern)
 Tomatoes,August (late),California (Southern)
 Turnips,August (late),California (Southern)
 Valencia Oranges,August (late),California (Southern)
Winter Squash,August (late),California (Southern)
Apples,September (early),California (Southern)
 Artichokes  ,September (early),California (Southern)
 Asian Pears,September (early),California (Southern)
Asparagus,September (early),California (Southern)
 Avocado,September (early),California (Southern)
 Basil,September (early),California (Southern)
 Beets,September (early),California (Southern)
 Black-eyed Peas,September (early),California (Southern)
 Brussels Sprouts,September (early),California (Southern)
 Cabbage,September (early),California (Southern)
 Carrots ,September (early),California (Southern)
 Celery,September (early),California (Southern)
 Chard ,September (early),California (Southern)
 Chili Pepper,September (early),California (Southern)
 Collards,September (early),California (Southern)
 Corn ,September (early),California (Southern)
 Cucumber,September (early),California (Southern)
 Eggplant,September (early),California (Southern)
 Grapefruit,September (early),California (Southern)
 Grapes,September (early),California (Southern)
 Green Beans,September (early),California (Southern)
 Green Onion,September (early),California (Southern)
 Guava,September (early),California (Southern)
 Kale ,September (early),California (Southern)
 Kohlrabi ,September (early),California (Southern)
 Lemons,September (early),California (Southern)
 Lettuce,September (early),California (Southern)
 Mushroom,September (early),California (Southern)
 Mustard ,September (early),California (Southern)
 Nectarines,September (early),California (Southern)
 Okra ,September (early),California (Southern)
 Onions ,September (early),California (Southern)
 Passion Fruit,September (early),California (Southern)
 Peaches,September (early),California (Southern)
 Pears,September (early),California (Southern)
 Peppers,September (early),California (Southern)
 Persimmons,September (early),California (Southern)
 Pineapple,September (early),California (Southern)
 Plums,September (early),California (Southern)
 Potatoes,September (early),California (Southern)
 Raspberries,September (early),California (Southern)
 Sapote,September (early),California (Southern)
 Spinach,September (early),California (Southern)
 Strawberries ,September (early),California (Southern)
 Summer squash,September (early),California (Southern)
 Tomatillos,September (early),California (Southern)
 Tomatoes,September (early),California (Southern)
 Turnips,September (early),California (Southern)
 Valencia Oranges,September (early),California (Southern)
Winter Squash,September (early),California (Southern)
Apples,September (late),California (Southern)
 Artichokes  ,September (late),California (Southern)
 Asian Pears,September (late),California (Southern)
Asparagus,September (late),California (Southern)
 Avocado,September (late),California (Southern)
 Basil,September (late),California (Southern)
 Beets,September (late),California (Southern)
 Black-eyed Peas,September (late),California (Southern)
 Brussels Sprouts,September (late),California (Southern)
 Cabbage,September (late),California (Southern)
 Carrots ,September (late),California (Southern)
 Celery,September (late),California (Southern)
 Chard ,September (late),California (Southern)
 Chili Pepper,September (late),California (Southern)
 Collards,September (late),California (Southern)
 Corn ,September (late),California (Southern)
 Cucumber,September (late),California (Southern)
 Eggplant,September (late),California (Southern)
 Grapefruit,September (late),California (Southern)
 Grapes,September (late),California (Southern)
 Green Beans,September (late),California (Southern)
 Green Onion,September (late),California (Southern)
 Guava,September (late),California (Southern)
 Kale ,September (late),California (Southern)
 Kohlrabi ,September (late),California (Southern)
 Lemons,September (late),California (Southern)
 Lettuce,September (late),California (Southern)
 Mushroom,September (late),California (Southern)
 Mustard ,September (late),California (Southern)
 Nectarines,September (late),California (Southern)
 Okra ,September (late),California (Southern)
 Onions ,September (late),California (Southern)
 Passion Fruit,September (late),California (Southern)
 Peaches,September (late),California (Southern)
 Pears,September (late),California (Southern)
 Peppers,September (late),California (Southern)
 Persimmons,September (late),California (Southern)
 Pineapple,September (late),California (Southern)
 Plums,September (late),California (Southern)
 Potatoes,September (late),California (Southern)
 Raspberries,September (late),California (Southern)
 Sapote,September (late),California (Southern)
 Spinach,September (late),California (Southern)
 Strawberries ,September (late),California (Southern)
 Summer squash,September (late),California (Southern)
 Tomatillos,September (late),California (Southern)
 Tomatoes,September (late),California (Southern)
 Turnips,September (late),California (Southern)
 Valencia Oranges,September (late),California (Southern)
Winter Squash,September (late),California (Southern)
Apples,October (early),California (Southern)
 Artichokes  ,October (early),California (Southern)
 Asian Pears,October (early),California (Southern)
Asparagus,October (early),California (Southern)
 Avocado,October (early),California (Southern)
 Basil,October (early),California (Southern)
 Beets,October (early),California (Southern)
 Black-eyed Peas,October (early),California (Southern)
 Broccoli,October (early),California (Southern)
 Brussels Sprouts,October (early),California (Southern)
 Cabbage,October (early),California (Southern)
 Carambola,October (early),California (Southern)
 Carrots ,October (early),California (Southern)
 Cauliflower,October (early),California (Southern)
 Celery,October (early),California (Southern)
 Chard ,October (early),California (Southern)
 Cherimoyas,October (early),California (Southern)
 Chili Pepper,October (early),California (Southern)
 Collards,October (early),California (Southern)
 Corn ,October (early),California (Southern)
 Cucumber,October (early),California (Southern)
 Eggplant,October (early),California (Southern)
 Grapefruit,October (early),California (Southern)
 Grapes,October (early),California (Southern)
 Green Beans,October (early),California (Southern)
 Green Onion,October (early),California (Southern)
 Guava,October (early),California (Southern)
 Kale ,October (early),California (Southern)
 Kiwi,October (early),California (Southern)
 Kohlrabi ,October (early),California (Southern)
 Lemons,October (early),California (Southern)
 Lettuce,October (early),California (Southern)
 Mushroom,October (early),California (Southern)
 Mustard ,October (early),California (Southern)
 Okra ,October (early),California (Southern)
 Onions ,October (early),California (Southern)
 Passion Fruit,October (early),California (Southern)
 Peaches,October (early),California (Southern)
 Peppers,October (early),California (Southern)
 Persimmons,October (early),California (Southern)
 Pineapple,October (early),California (Southern)
 Pomegranates,October (early),California (Southern)
 Potatoes,October (early),California (Southern)
 Raspberries,October (early),California (Southern)
 Sapote,October (early),California (Southern)
 Spinach,October (early),California (Southern)
 Strawberries ,October (early),California (Southern)
 Summer squash,October (early),California (Southern)
 Tangelos,October (early),California (Southern)
 Tangerines,October (early),California (Southern)
 Tomatillos,October (early),California (Southern)
 Tomatoes,October (early),California (Southern)
 Turnips,October (early),California (Southern)
 Valencia Oranges,October (early),California (Southern)
Winter Squash,October (early),California (Southern)
 Yams,October (early),California (Southern)
Apples,October (late),California (Southern)
 Artichokes  ,October (late),California (Southern)
 Asian Pears,October (late),California (Southern)
Asparagus,October (late),California (Southern)
 Avocado,October (late),California (Southern)
 Basil,October (late),California (Southern)
 Beets,October (late),California (Southern)
 Black-eyed Peas,October (late),California (Southern)
 Broccoli,October (late),California (Southern)
 Brussels Sprouts,October (late),California (Southern)
 Cabbage,October (late),California (Southern)
 Carambola,October (late),California (Southern)
 Carrots ,October (late),California (Southern)
 Cauliflower,October (late),California (Southern)
 Celery,October (late),California (Southern)
 Chard ,October (late),California (Southern)
 Cherimoyas,October (late),California (Southern)
 Chili Pepper,October (late),California (Southern)
 Collards,October (late),California (Southern)
 Corn ,October (late),California (Southern)
 Cucumber,October (late),California (Southern)
 Eggplant,October (late),California (Southern)
 Grapefruit,October (late),California (Southern)
 Grapes,October (late),California (Southern)
 Green Beans,October (late),California (Southern)
 Green Onion,October (late),California (Southern)
 Guava,October (late),California (Southern)
 Kale ,October (late),California (Southern)
 Kiwi,October (late),California (Southern)
 Kohlrabi ,October (late),California (Southern)
 Lemons,October (late),California (Southern)
 Lettuce,October (late),California (Southern)
 Mushroom,October (late),California (Southern)
 Mustard ,October (late),California (Southern)
 Okra ,October (late),California (Southern)
 Onions ,October (late),California (Southern)
 Passion Fruit,October (late),California (Southern)
 Peaches,October (late),California (Southern)
 Peppers,October (late),California (Southern)
 Persimmons,October (late),California (Southern)
 Pineapple,October (late),California (Southern)
 Pomegranates,October (late),California (Southern)
 Potatoes,October (late),California (Southern)
 Raspberries,October (late),California (Southern)
 Sapote,October (late),California (Southern)
 Spinach,October (late),California (Southern)
 Strawberries ,October (late),California (Southern)
 Summer squash,October (late),California (Southern)
 Tangelos,October (late),California (Southern)
 Tangerines,October (late),California (Southern)
 Tomatillos,October (late),California (Southern)
 Tomatoes,October (late),California (Southern)
 Turnips,October (late),California (Southern)
 Valencia Oranges,October (late),California (Southern)
Winter Squash,October (late),California (Southern)
 Yams,October (late),California (Southern)
Apples,November (early),California (Southern)
 Artichokes  ,November (early),California (Southern)
Asparagus,November (early),California (Southern)
 Basil,November (early),California (Southern)
 Beets,November (early),California (Southern)
 Black-eyed Peas,November (early),California (Southern)
 Broccoli,November (early),California (Southern)
 Brussels Sprouts,November (early),California (Southern)
 Cabbage,November (early),California (Southern)
 Carambola,November (early),California (Southern)
 Carrots ,November (early),California (Southern)
 Cauliflower,November (early),California (Southern)
 Celery,November (early),California (Southern)
 Chard ,November (early),California (Southern)
 Cherimoyas,November (early),California (Southern)
 Chili Pepper,November (early),California (Southern)
 Collards,November (early),California (Southern)
 Corn ,November (early),California (Southern)
 Cucumber,November (early),California (Southern)
 Eggplant,November (early),California (Southern)
 Grapefruit,November (early),California (Southern)
 Grapes,November (early),California (Southern)
 Green Beans,November (early),California (Southern)
 Green Onion,November (early),California (Southern)
 Guava,November (early),California (Southern)
 Kale ,November (early),California (Southern)
 Kiwi,November (early),California (Southern)
 Kohlrabi ,November (early),California (Southern)
 Lemons,November (early),California (Southern)
 Lettuce,November (early),California (Southern)
 Mushroom,November (early),California (Southern)
 Mustard ,November (early),California (Southern)
 Okra ,November (early),California (Southern)
 Onions ,November (early),California (Southern)
 Passion Fruit,November (early),California (Southern)
 Peaches,November (early),California (Southern)
 Peppers,November (early),California (Southern)
 Persimmons,November (early),California (Southern)
 Pineapple,November (early),California (Southern)
 Pomegranates,November (early),California (Southern)
 Potatoes,November (early),California (Southern)
 Raspberries,November (early),California (Southern)
 Sapote,November (early),California (Southern)
 Spinach,November (early),California (Southern)
 Summer squash,November (early),California (Southern)
 Tangelos,November (early),California (Southern)
 Tangerines,November (early),California (Southern)
 Tomatillos,November (early),California (Southern)
 Tomatoes,November (early),California (Southern)
 Turnips,November (early),California (Southern)
 Valencia Oranges,November (early),California (Southern)
Winter Squash,November (early),California (Southern)
 Yams,November (early),California (Southern)
Apples,November (late),California (Southern)
 Artichokes  ,November (late),California (Southern)
Asparagus,November (late),California (Southern)
 Basil,November (late),California (Southern)
 Beets,November (late),California (Southern)
 Black-eyed Peas,November (late),California (Southern)
 Broccoli,November (late),California (Southern)
 Brussels Sprouts,November (late),California (Southern)
 Cabbage,November (late),California (Southern)
 Carambola,November (late),California (Southern)
 Carrots ,November (late),California (Southern)
 Cauliflower,November (late),California (Southern)
 Celery,November (late),California (Southern)
 Chard ,November (late),California (Southern)
 Cherimoyas,November (late),California (Southern)
 Chili Pepper,November (late),California (Southern)
 Collards,November (late),California (Southern)
 Corn ,November (late),California (Southern)
 Cucumber,November (late),California (Southern)
 Eggplant,November (late),California (Southern)
 Grapefruit,November (late),California (Southern)
 Grapes,November (late),California (Southern)
 Green Beans,November (late),California (Southern)
 Green Onion,November (late),California (Southern)
 Guava,November (late),California (Southern)
 Kale ,November (late),California (Southern)
 Kiwi,November (late),California (Southern)
 Kohlrabi ,November (late),California (Southern)
 Lemons,November (late),California (Southern)
 Lettuce,November (late),California (Southern)
 Mushroom,November (late),California (Southern)
 Mustard ,November (late),California (Southern)
 Okra ,November (late),California (Southern)
 Onions ,November (late),California (Southern)
 Passion Fruit,November (late),California (Southern)
 Peaches,November (late),California (Southern)
 Peppers,November (late),California (Southern)
 Persimmons,November (late),California (Southern)
 Pineapple,November (late),California (Southern)
 Pomegranates,November (late),California (Southern)
 Potatoes,November (late),California (Southern)
 Raspberries,November (late),California (Southern)
 Sapote,November (late),California (Southern)
 Spinach,November (late),California (Southern)
 Summer squash,November (late),California (Southern)
 Tangelos,November (late),California (Southern)
 Tangerines,November (late),California (Southern)
 Tomatillos,November (late),California (Southern)
 Tomatoes,November (late),California (Southern)
 Turnips,November (late),California (Southern)
 Valencia Oranges,November (late),California (Southern)
Winter Squash,November (late),California (Southern)
 Yams,November (late),California (Southern)
Apples,December (early),California (Southern)
 Artichokes  ,December (early),California (Southern)
 Basil,December (early),California (Southern)
 Beets,December (early),California (Southern)
 Brussels Sprouts,December (early),California (Southern)
 Cabbage,December (early),California (Southern)
 Carrots ,December (early),California (Southern)
 Cauliflower,December (early),California (Southern)
 Celery,December (early),California (Southern)
 Chard ,December (early),California (Southern)
 Chili Pepper,December (early),California (Southern)
 Collards,December (early),California (Southern)
 Corn ,December (early),California (Southern)
 Cucumber,December (early),California (Southern)
 Eggplant,December (early),California (Southern)
 Grapes,December (early),California (Southern)
 Green Beans,December (early),California (Southern)
 Green Onion,December (early),California (Southern)
 Guava,December (early),California (Southern)
 Kale ,December (early),California (Southern)
 Kiwi,December (early),California (Southern)
 Kohlrabi ,December (early),California (Southern)
 Lemons,December (early),California (Southern)
 Lettuce,December (early),California (Southern)
 Mushroom,December (early),California (Southern)
 Mustard ,December (early),California (Southern)
 Okra ,December (early),California (Southern)
 Onions ,December (early),California (Southern)
 Peppers,December (early),California (Southern)
 Pineapple,December (early),California (Southern)
 Pomegranates,December (early),California (Southern)
 Potatoes,December (early),California (Southern)
 Spinach,December (early),California (Southern)
 Summer squash,December (early),California (Southern)
 Tomatillos,December (early),California (Southern)
 Tomatoes,December (early),California (Southern)
 Turnips,December (early),California (Southern)
 Valencia Oranges,December (early),California (Southern)
Winter Squash,December (early),California (Southern)
 Yams,December (early),California (Southern)
Apples,December (late),California (Southern)
 Artichokes  ,December (late),California (Southern)
 Basil,December (late),California (Southern)
 Beets,December (late),California (Southern)
 Brussels Sprouts,December (late),California (Southern)
 Cabbage,December (late),California (Southern)
 Carrots ,December (late),California (Southern)
 Cauliflower,December (late),California (Southern)
 Celery,December (late),California (Southern)
 Chard ,December (late),California (Southern)
 Chili Pepper,December (late),California (Southern)
 Collards,December (late),California (Southern)
 Corn ,December (late),California (Southern)
 Cucumber,December (late),California (Southern)
 Eggplant,December (late),California (Southern)
 Grapes,December (late),California (Southern)
 Green Beans,December (late),California (Southern)
 Green Onion,December (late),California (Southern)
 Guava,December (late),California (Southern)
 Kale ,December (late),California (Southern)
 Kiwi,December (late),California (Southern)
 Kohlrabi ,December (late),California (Southern)
 Lemons,December (late),California (Southern)
 Lettuce,December (late),California (Southern)
 Mushroom,December (late),California (Southern)
 Mustard ,December (late),California (Southern)
 Okra ,December (late),California (Southern)
 Onions ,December (late),California (Southern)
 Peppers,December (late),California (Southern)
 Pineapple,December (late),California (Southern)
 Pomegranates,December (late),California (Southern)
 Potatoes,December (late),California (Southern)
 Spinach,December (late),California (Southern)
 Summer squash,December (late),California (Southern)
 Tomatillos,December (late),California (Southern)
 Tomatoes,December (late),California (Southern)
 Turnips,December (late),California (Southern)
 Valencia Oranges,December (late),California (Southern)
Winter Squash,December (late),California (Southern)
 Yams,December (late),California (Southern)
Apples,January (early),Colorado
 Onions ,January (early),Colorado
 Pinto Beans,January (early),Colorado
 Popcorn,January (early),Colorado
 Potatoes,January (early),Colorado
Apples,January (late),Colorado
 Onions ,January (late),Colorado
 Pinto Beans,January (late),Colorado
 Popcorn,January (late),Colorado
 Potatoes,January (late),Colorado
Apples,February (early),Colorado
 Onions ,February (early),Colorado
 Pinto Beans,February (early),Colorado
 Popcorn,February (early),Colorado
 Potatoes,February (early),Colorado
Apples,February (late),Colorado
 Onions ,February (late),Colorado
 Pinto Beans,February (late),Colorado
 Popcorn,February (late),Colorado
 Potatoes,February (late),Colorado
Apples,March (early),Colorado
 Onions ,March (early),Colorado
 Pinto Beans,March (early),Colorado
 Popcorn,March (early),Colorado
 Potatoes,March (early),Colorado
Apples,March (late),Colorado
 Pinto Beans,March (late),Colorado
 Popcorn,March (late),Colorado
 Potatoes,March (late),Colorado
Apples,April (early),Colorado
 Pinto Beans,April (early),Colorado
 Popcorn,April (early),Colorado
 Potatoes,April (early),Colorado
Apples,April (late),Colorado
 Pinto Beans,April (late),Colorado
 Popcorn,April (late),Colorado
 Potatoes,April (late),Colorado
Apples,May (early),Colorado
Asparagus,May (early),Colorado
 Pinto Beans,May (early),Colorado
 Popcorn,May (early),Colorado
 Potatoes,May (early),Colorado
 Rhubarb,May (early),Colorado
Apples,May (late),Colorado
Asparagus,May (late),Colorado
 Pinto Beans,May (late),Colorado
 Popcorn,May (late),Colorado
 Potatoes,May (late),Colorado
 Rhubarb,May (late),Colorado
Lettuce,June (early),Colorado
 Pinto Beans,June (early),Colorado
 Popcorn,June (early),Colorado
 Potatoes,June (early),Colorado
 Rhubarb,June (early),Colorado
 Strawberries,June (early),Colorado
Cherries ,June (late),Colorado
 Lettuce,June (late),Colorado
 Pinto Beans,June (late),Colorado
 Popcorn,June (late),Colorado
 Potatoes,June (late),Colorado
 Rhubarb,June (late),Colorado
 Strawberries,June (late),Colorado
Apricots,July (early),Colorado
 Beets,July (early),Colorado
 Broccoli,July (early),Colorado
 Cherries ,July (early),Colorado
 Lettuce,July (early),Colorado
 Pinto Beans,July (early),Colorado
 Popcorn,July (early),Colorado
 Potatoes,July (early),Colorado
 Rhubarb,July (early),Colorado
 Strawberries,July (early),Colorado
Apricots,July (late),Colorado
 Beets,July (late),Colorado
 Broccoli,July (late),Colorado
 Cabbage,July (late),Colorado
 Celery,July (late),Colorado
 Cucumbers,July (late),Colorado
 Green Beans,July (late),Colorado
 Lettuce,July (late),Colorado
 Pinto Beans,July (late),Colorado
 Popcorn,July (late),Colorado
 Potatoes,July (late),Colorado
 Rhubarb,July (late),Colorado
 Strawberries ,July (late),Colorado
 Sweet Corn,July (late),Colorado
 Tomatoes,July (late),Colorado
Apricots,August (early),Colorado
 Beets,August (early),Colorado
 Bell Pepper,August (early),Colorado
 Broccoli,August (early),Colorado
 Cabbage,August (early),Colorado
 Cantaloupe,August (early),Colorado
 Carrots ,August (early),Colorado
 Cauliflower,August (early),Colorado
 Celery,August (early),Colorado
 Chile Peppers,August (early),Colorado
 Cucumbers,August (early),Colorado
 Green Beans,August (early),Colorado
 Herbs,August (early),Colorado
 Honeydew Melons,August (early),Colorado
 Lettuce,August (early),Colorado
 Onions ,August (early),Colorado
 Peaches,August (early),Colorado
 Pinto Beans,August (early),Colorado
 Plums,August (early),Colorado
 Popcorn,August (early),Colorado
 Potatoes,August (early),Colorado
 Raspberries,August (early),Colorado
 Rhubarb,August (early),Colorado
 Squash,August (early),Colorado
 Strawberries ,August (early),Colorado
 Sweet Corn,August (early),Colorado
 Tomatoes,August (early),Colorado
Apples,August (late),Colorado
 Beets,August (late),Colorado
 Bell Pepper,August (late),Colorado
 Broccoli,August (late),Colorado
 Cabbage,August (late),Colorado
 Cantaloupe,August (late),Colorado
 Carrots ,August (late),Colorado
 Cauliflower,August (late),Colorado
 Celery,August (late),Colorado
 Chile Peppers,August (late),Colorado
 Cucumbers,August (late),Colorado
 Eggplant,August (late),Colorado
 Green Beans,August (late),Colorado
 Herbs,August (late),Colorado
 Honeydew Melons,August (late),Colorado
 Lettuce,August (late),Colorado
 Onions ,August (late),Colorado
 Peaches,August (late),Colorado
 Pears,August (late),Colorado
 Pinto Beans,August (late),Colorado
 Plums,August (late),Colorado
 Popcorn,August (late),Colorado
 Potatoes,August (late),Colorado
 Raspberries,August (late),Colorado
 Rhubarb,August (late),Colorado
 Squash,August (late),Colorado
 Strawberries ,August (late),Colorado
 Sweet Corn,August (late),Colorado
 Tomatoes,August (late),Colorado
Apples,September (early),Colorado
 Beets,September (early),Colorado
 Bell Pepper,September (early),Colorado
 Broccoli,September (early),Colorado
 Cabbage,September (early),Colorado
 Cantaloupe,September (early),Colorado
 Carrots ,September (early),Colorado
 Cauliflower,September (early),Colorado
 Celery,September (early),Colorado
 Chile Peppers,September (early),Colorado
 Cucumbers,September (early),Colorado
 Eggplant,September (early),Colorado
 Grapes,September (early),Colorado
 Green Beans,September (early),Colorado
 Herbs,September (early),Colorado
 Honeydew Melons,September (early),Colorado
 Lettuce,September (early),Colorado
 Onions ,September (early),Colorado
 Peaches,September (early),Colorado
 Pears,September (early),Colorado
 Pinto Beans,September (early),Colorado
 Plums,September (early),Colorado
 Popcorn,September (early),Colorado
 Potatoes,September (early),Colorado
Pumpkins,September (early),Colorado
 Raspberries,September (early),Colorado
 Rhubarb,September (early),Colorado
 Squash,September (early),Colorado
 Strawberries ,September (early),Colorado
 Sweet Corn,September (early),Colorado
 Tomatoes,September (early),Colorado
 Watermelon,September (early),Colorado
Apples,September (late),Colorado
 Beets,September (late),Colorado
 Bell Pepper,September (late),Colorado
 Broccoli,September (late),Colorado
 Cabbage,September (late),Colorado
 Cantaloupe,September (late),Colorado
 Carrots ,September (late),Colorado
 Cauliflower,September (late),Colorado
 Celery,September (late),Colorado
 Chile Peppers,September (late),Colorado
 Cucumbers,September (late),Colorado
 Eggplant,September (late),Colorado
 Grapes,September (late),Colorado
 Green Beans,September (late),Colorado
 Herbs,September (late),Colorado
 Honeydew Melons,September (late),Colorado
